seq,title,source_url,format,path,status,error,downloaded_at
001,,https://mp.weixin.qq.com/s?__biz=MzA3MzE1NjI3MA%3D%3D&chksm=9e7d0684b7a11907f90665a190eaea88bfcab5958071834e961b0f4b684cc9152821e97d046a&idx=1&mid=2247506487&scene=0&sn=774cdbbe50b641702484682e9c212b75&xtrack=1,markdown,,failed,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:992)>,2026-07-28T02:02:33.666236+00:00
